P10_001N,P10_002N,P10_003N,P10_004N,P10_005N,P10_006N,P10_007N,P10_008N,P10_009N,state,county,tract,block
115,113,3,110,0,0,0,0,2,42,101,011000,2005
152,149,7,134,0,4,0,4,3,42,101,011000,3000
90,87,6,79,0,0,1,1,3,42,101,011000,3001
72,72,3,67,0,0,2,0,0,42,101,011000,3002
78,72,9,61,0,2,0,0,6,42,101,011000,3003
64,62,0,61,0,0,0,1,2,42,101,011000,3004
46,41,2,36,0,0,0,3,5,42,101,011000,3005
146,134,10,116,0,0,0,8,12,42,101,011000,3006
28,26,2,21,0,3,0,0,2,42,101,011900,4004
163,160,24,127,0,8,0,1,3,42,101,011900,4001
48,46,8,37,0,0,0,1,2,42,101,011900,4002
33,33,1,28,0,4,0,0,0,42,101,011900,4003
23,20,0,20,0,0,0,0,3,42,101,011900,4005
38,36,5,31,0,0,0,0,2,42,101,011900,4006
125,122,7,115,0,0,0,0,3,42,101,011900,5000
71,70,2,68,0,0,0,0,1,42,101,011900,5001
60,60,0,60,0,0,0,0,0,42,101,011900,5002
48,45,0,45,0,0,0,0,3,42,101,011900,5003
62,60,0,60,0,0,0,0,2,42,101,011900,5004
86,85,1,83,1,0,0,0,1,42,101,011900,5005
245,244,64,169,0,11,0,0,1,42,101,012000,1000
32,24,1,15,0,5,0,3,8,42,101,012000,1001
94,93,13,76,0,4,0,0,1,42,101,012000,1002
51,45,4,35,0,6,0,0,6,42,101,012000,1003
24,20,11,9,0,0,0,0,4,42,101,012000,1004
44,44,18,26,0,0,0,0,0,42,101,012000,1005
203,198,125,6,2,53,0,12,5,42,101,012000,1006
38,35,10,22,0,2,0,1,3,42,101,012000,1007
41,36,5,31,0,0,0,0,5,42,101,012000,1008
32,25,14,11,0,0,0,0,7,42,101,012000,1009
248,247,149,8,2,64,0,24,1,42,101,012000,1010
37,35,5,30,0,0,0,0,2,42,101,012000,1011
0,0,0,0,0,0,0,0,0,42,101,012000,1012
91,90,4,80,1,2,0,3,1,42,101,020102,1002
147,143,6,122,0,0,0,15,4,42,101,020102,1003
103,101,1,98,0,0,0,2,2,42,101,020102,1004
85,83,0,69,0,5,0,9,2,42,101,020102,1005
28,27,1,23,0,1,0,2,1,42,101,020102,2000
103,102,0,102,0,0,0,0,1,42,101,020102,2001
99,96,3,92,0,0,0,1,3,42,101,020102,2002
69,69,0,66,3,0,0,0,0,42,101,020102,2003
64,64,2,56,0,0,0,6,0,42,101,020102,2004
35,34,7,27,0,0,0,0,1,42,101,020102,2005
60,59,0,54,2,3,0,0,1,42,101,020102,2006
39,38,1,36,0,1,0,0,1,42,101,020102,2007
0,0,0,0,0,0,0,0,0,42,101,020102,3000
118,116,0,110,0,4,0,2,2,42,101,020102,3001
48,46,0,43,0,0,3,0,2,42,101,020102,3002
59,58,2,51,2,2,0,1,1,42,101,020102,3003
133,132,0,128,0,0,0,4,1,42,101,020102,3004
122,120,5,115,0,0,0,0,2,42,101,020102,3005
68,66,15,24,0,5,0,22,2,42,101,031800,2003
111,106,16,51,0,5,0,34,5,42,101,031800,2004
140,113,31,45,0,14,0,23,27,42,101,031800,2005
29,20,5,8,2,0,0,5,9,42,101,031800,2006
23,18,2,16,0,0,0,0,5,42,101,031800,2007
23,22,7,11,0,0,0,4,1,42,101,031800,2008
85,73,24,32,0,0,0,17,12,42,101,031800,2009
75,67,7,38,0,0,0,22,8,42,101,031800,2010
87,74,33,23,0,6,0,12,13,42,101,031800,2011
51,51,17,23,1,0,0,10,0,42,101,031800,3000
81,79,28,36,0,0,1,14,2,42,101,030502,5001
64,53,13,20,1,9,0,10,11,42,101,030502,5002
61,55,8,25,0,7,0,15,6,42,101,030502,5003
65,63,17,22,0,8,0,16,2,42,101,030502,5004
67,58,19,22,0,11,0,6,9,42,101,030502,5005
53,48,0,29,0,10,0,9,5,42,101,030502,5006
0,0,0,0,0,0,0,0,0,42,101,030502,5007
97,92,33,41,1,2,0,15,5,42,101,030502,5008
64,63,14,37,0,0,0,12,1,42,101,030600,1000
106,92,31,53,0,0,0,8,14,42,101,030600,1001
66,65,13,37,0,0,0,15,1,42,101,030600,1002
83,76,30,16,0,16,0,14,7,42,101,030600,1003
86,73,8,48,0,0,0,17,13,42,101,030600,1004
104,90,20,55,0,8,0,7,14,42,101,030600,1005
21,15,10,3,0,0,0,2,6,42,101,030600,1006
157,149,40,62,0,10,0,37,8,42,101,030600,1007
125,124,32,62,4,0,0,26,1,42,101,030600,1008
79,76,40,13,0,19,0,4,3,42,101,033500,2005
0,0,0,0,0,0,0,0,0,42,101,033500,2002
35,30,3,22,1,0,0,4,5,42,101,033500,2003
39,38,18,13,0,4,0,3,1,42,101,033500,2004
84,78,41,3,0,23,0,11,6,42,101,033500,2006
0,0,0,0,0,0,0,0,0,42,101,033500,2007
96,95,42,17,0,26,0,10,1,42,101,033500,2008
15,12,3,1,0,8,0,0,3,42,101,033500,2009
19,17,4,0,1,11,0,1,2,42,101,033500,2010
10,7,2,1,0,0,0,4,3,42,101,033500,2011
42,38,15,14,0,5,0,4,4,42,101,033500,2012
5,0,0,0,0,0,0,0,5,42,101,033500,2013
104,79,33,3,0,39,0,4,25,42,101,033500,2014
116,109,41,27,0,24,0,17,7,42,101,033500,2015
102,93,48,4,0,27,0,14,9,42,101,033500,2016
81,75,34,15,0,20,0,6,6,42,101,033500,2017
130,118,59,21,0,27,0,11,12,42,101,033500,2018
94,87,48,8,0,22,0,9,7,42,101,033500,2019
87,79,40,4,0,22,0,13,8,42,101,033500,2020
3,3,2,0,0,0,1,0,0,42,101,033500,2021
24,23,13,0,0,5,0,5,1,42,101,033500,2022
117,117,67,20,0,6,0,24,0,42,101,033500,2023
101,78,33,11,0,31,0,3,23,42,101,033500,2024
9,7,0,0,0,4,0,3,2,42,101,033500,2025
54,51,18,3,0,29,0,1,3,42,101,033500,2026
0,0,0,0,0,0,0,0,0,42,101,033500,3000
57,56,21,1,0,31,0,3,1,42,101,033500,3001
71,63,34,9,0,13,0,7,8,42,101,033500,3002
69,61,28,17,2,10,0,4,8,42,101,033500,3003
59,55,38,4,2,7,0,4,4,42,101,033500,3004
124,107,63,9,0,25,0,10,17,42,101,033500,3005
138,136,121,2,0,11,0,2,2,42,101,001001,3008
52,52,52,0,0,0,0,0,0,42,101,001001,3005
86,78,70,0,0,8,0,0,8,42,101,001001,3006
641,631,593,11,0,27,0,0,10,42,101,001001,3007
624,603,550,7,1,45,0,0,21,42,101,001001,3009
44,44,41,0,0,3,0,0,0,42,101,001001,3010
94,92,86,3,0,3,0,0,2,42,101,001002,1000
16,11,4,3,0,4,0,0,5,42,101,001002,1001
79,77,59,11,0,7,0,0,2,42,101,001002,1002
49,48,42,6,0,0,0,0,1,42,101,001002,1003
0,0,0,0,0,0,0,0,0,42,101,001002,1004
846,823,747,37,0,37,0,2,23,42,101,001002,1005
17,16,12,3,0,1,0,0,1,42,101,001002,1006
178,166,140,16,1,8,0,1,12,42,101,001002,1007
0,0,0,0,0,0,0,0,0,42,101,001002,1008
109,109,98,0,0,11,0,0,0,42,101,001002,1009
0,0,0,0,0,0,0,0,0,42,101,001002,1010
37,33,20,13,0,0,0,0,4,42,101,001002,1011
0,0,0,0,0,0,0,0,0,42,101,001002,1012
3,3,0,0,0,3,0,0,0,42,101,001002,1013
90,83,76,4,0,0,0,3,7,42,101,001002,1014
18,16,11,1,0,4,0,0,2,42,101,000902,2005
31,27,15,0,0,12,0,0,4,42,101,000902,2002
202,192,149,34,0,9,0,0,10,42,101,000902,2003
152,150,116,10,1,21,0,2,2,42,101,000902,2004
16,14,13,0,0,0,0,1,2,42,101,000902,2006
166,158,132,0,0,25,0,1,8,42,101,000902,2007
0,0,0,0,0,0,0,0,0,42,101,000902,2008
107,97,82,2,0,13,0,0,10,42,101,000902,2009
108,100,90,0,0,8,0,2,8,42,101,000902,2010
87,85,77,0,1,6,0,1,2,42,101,001001,1000
14,11,0,8,0,3,0,0,3,42,101,012000,1013
49,49,0,44,0,5,0,0,0,42,101,012000,1014
40,36,1,34,0,1,0,0,4,42,101,012000,1015
107,106,26,77,0,3,0,0,1,42,101,012000,1016
203,192,38,124,0,30,0,0,11,42,101,012000,1017
38,34,0,34,0,0,0,0,4,42,101,012000,1018
61,59,14,37,0,8,0,0,2,42,101,012000,1019
27,22,1,21,0,0,0,0,5,42,101,012000,1020
52,49,12,37,0,0,0,0,3,42,101,012000,1021
9,8,4,4,0,0,0,0,1,42,101,012000,1022
60,57,57,0,0,0,0,0,3,42,101,021000,4013
70,67,56,2,0,8,0,1,3,42,101,021000,4010
16,14,12,2,0,0,0,0,2,42,101,021000,4011
67,66,66,0,0,0,0,0,1,42,101,021000,4012
35,31,29,0,0,0,0,2,4,42,101,021000,4014
94,89,83,5,0,1,0,0,5,42,101,021000,4015
58,58,46,5,2,4,0,1,0,42,101,021000,4016
87,86,78,4,0,3,0,1,1,42,101,021000,4017
0,0,0,0,0,0,0,0,0,42,101,021000,4018
0,0,0,0,0,0,0,0,0,42,101,021000,4019
38,38,34,4,0,0,0,0,0,42,101,021000,4020
13,5,3,0,0,0,0,2,8,42,101,021000,4021
0,0,0,0,0,0,0,0,0,42,101,021000,4022
281,277,244,7,0,21,0,5,4,42,101,021000,4023
41,38,24,6,0,8,0,0,3,42,101,021000,4024
17,16,11,0,0,0,0,5,1,42,101,021000,4025
107,101,21,57,0,18,0,5,6,42,101,027500,1004
102,94,6,78,0,2,0,8,8,42,101,027500,1005
122,122,6,91,1,16,0,8,0,42,101,027500,1006
100,97,16,68,0,8,0,5,3,42,101,027500,1007
63,60,11,33,0,12,0,4,3,42,101,027500,1008
84,81,17,49,0,9,0,6,3,42,101,027500,1009
0,0,0,0,0,0,0,0,0,42,101,027500,1010
142,136,27,68,1,27,0,13,6,42,101,027500,2000
147,136,21,86,1,19,0,9,11,42,101,027500,2001
181,178,18,133,0,13,0,14,3,42,101,027500,2002
139,127,5,86,4,26,0,6,12,42,101,027500,2003
113,108,6,82,0,12,0,8,5,42,101,027500,2004
39,35,14,15,2,0,0,4,4,42,101,029300,1013
70,66,31,8,4,0,0,23,4,42,101,029300,1010
74,73,39,12,0,0,0,22,1,42,101,029300,1011
75,75,23,44,0,0,0,8,0,42,101,029300,1012
0,0,0,0,0,0,0,0,0,42,101,029300,1014
14,9,2,5,0,0,0,2,5,42,101,029300,1015
31,26,3,10,0,3,0,10,5,42,101,029300,1016
28,20,7,12,0,1,0,0,8,42,101,029300,1017
22,19,6,12,0,0,1,0,3,42,101,029300,1018
42,42,5,22,5,0,0,10,0,42,101,029300,1019
44,34,12,3,0,0,0,19,10,42,101,029300,2000
33,28,3,5,3,0,0,17,5,42,101,029300,2001
112,101,21,36,0,0,0,44,11,42,101,029300,2002
57,50,14,13,2,0,0,21,7,42,101,029300,2003
95,84,34,19,2,0,0,29,11,42,101,029300,2004
55,48,12,25,0,0,1,10,7,42,101,029300,2005
46,39,2,23,0,8,0,6,7,42,101,029300,2006
73,63,32,22,0,0,0,9,10,42,101,029300,2007
78,74,18,36,0,4,2,14,4,42,101,029300,2008
20,14,5,6,0,0,0,3,6,42,101,029300,2009
0,0,0,0,0,0,0,0,0,42,101,029300,2010
50,50,22,12,0,0,0,16,0,42,101,029300,2011
58,52,8,12,0,5,0,27,6,42,101,029300,2012
83,79,9,39,0,0,0,31,4,42,101,029300,2013
80,76,12,49,0,0,0,15,4,42,101,029300,2014
57,56,16,17,0,1,1,21,1,42,101,029300,2015
33,26,7,5,3,1,0,10,7,42,101,029300,2016
89,80,21,38,0,0,0,21,9,42,101,029300,2017
53,48,8,28,3,0,1,8,5,42,101,029300,2018
70,68,45,8,2,0,0,13,2,42,101,029300,2019
23,18,6,3,0,0,0,9,5,42,101,029300,2020
17,17,4,11,0,0,0,2,0,42,101,029300,2021
0,0,0,0,0,0,0,0,0,42,101,029300,2022
60,60,17,14,1,2,0,26,0,42,101,029300,2023
0,0,0,0,0,0,0,0,0,42,101,029300,2024
26,26,23,0,0,3,0,0,0,42,101,021000,4026
0,0,0,0,0,0,0,0,0,42,101,021000,4027
0,0,0,0,0,0,0,0,0,42,101,021000,4028
0,0,0,0,0,0,0,0,0,42,101,021000,4029
0,0,0,0,0,0,0,0,0,42,101,021000,4030
0,0,0,0,0,0,0,0,0,42,101,021000,4031
0,0,0,0,0,0,0,0,0,42,101,021000,4032
89,81,76,3,0,2,0,0,8,42,101,021000,4033
22,21,16,2,0,3,0,0,1,42,101,021000,4034
29,26,21,3,0,2,0,0,3,42,101,021000,4035
90,84,72,0,0,3,0,9,6,42,101,021000,4036
84,72,61,4,0,7,0,0,12,42,101,021000,5000
56,52,46,0,0,4,0,2,4,42,101,021000,5001
249,243,199,19,1,11,0,13,6,42,101,021000,5002
114,106,95,0,0,5,1,5,8,42,101,021000,5003
83,82,77,0,0,5,0,0,1,42,101,021000,5004
26,21,19,0,0,2,0,0,5,42,101,021000,5005
31,28,19,4,1,0,0,4,3,42,101,021000,5006
45,40,30,1,0,9,0,0,5,42,101,021000,5007
376,368,62,284,0,17,0,5,8,42,101,024500,1006
61,60,3,53,0,2,0,2,1,42,101,024500,1003
58,51,0,49,0,0,0,2,7,42,101,024500,1004
0,0,0,0,0,0,0,0,0,42,101,980901,3017
0,0,0,0,0,0,0,0,0,42,101,980901,3014
0,0,0,0,0,0,0,0,0,42,101,980901,3015
0,0,0,0,0,0,0,0,0,42,101,980901,3016
0,0,0,0,0,0,0,0,0,42,101,980901,3018
0,0,0,0,0,0,0,0,0,42,101,980901,3019
0,0,0,0,0,0,0,0,0,42,101,980901,3020
0,0,0,0,0,0,0,0,0,42,101,980901,4000
1,0,0,0,0,0,0,0,1,42,101,980901,4001
0,0,0,0,0,0,0,0,0,42,101,980901,4002
0,0,0,0,0,0,0,0,0,42,101,980901,5000
0,0,0,0,0,0,0,0,0,42,101,980901,5001
0,0,0,0,0,0,0,0,0,42,101,980901,5002
0,0,0,0,0,0,0,0,0,42,101,980901,5003
0,0,0,0,0,0,0,0,0,42,101,980901,5004
0,0,0,0,0,0,0,0,0,42,101,980901,5005
0,0,0,0,0,0,0,0,0,42,101,980901,5006
0,0,0,0,0,0,0,0,0,42,101,980901,5007
0,0,0,0,0,0,0,0,0,42,101,980901,5008
0,0,0,0,0,0,0,0,0,42,101,980901,5009
0,0,0,0,0,0,0,0,0,42,101,980901,5010
0,0,0,0,0,0,0,0,0,42,101,980901,5011
0,0,0,0,0,0,0,0,0,42,101,980901,5012
0,0,0,0,0,0,0,0,0,42,101,980901,5013
0,0,0,0,0,0,0,0,0,42,101,980901,5014
0,0,0,0,0,0,0,0,0,42,101,980901,5015
0,0,0,0,0,0,0,0,0,42,101,980901,5016
8,7,0,3,1,3,0,0,1,42,101,980901,6000
0,0,0,0,0,0,0,0,0,42,101,980901,6001
0,0,0,0,0,0,0,0,0,42,101,980901,6002
0,0,0,0,0,0,0,0,0,42,101,980901,6003
0,0,0,0,0,0,0,0,0,42,101,980901,6004
0,0,0,0,0,0,0,0,0,42,101,980901,6005
0,0,0,0,0,0,0,0,0,42,101,980901,6006
107,98,31,12,2,45,0,8,9,42,101,033500,3006
113,107,47,12,0,26,0,22,6,42,101,033500,3007
46,39,6,12,0,18,0,3,7,42,101,033500,3008
29,28,24,0,0,0,0,4,1,42,101,033600,1000
133,126,114,0,2,3,0,7,7,42,101,001002,1015
66,66,50,4,0,12,0,0,0,42,101,001002,1016
287,283,280,3,0,0,0,0,4,42,101,001002,1017
0,0,0,0,0,0,0,0,0,42,101,001002,1018
60,59,53,1,0,5,0,0,1,42,101,001002,1019
67,65,58,0,0,4,0,3,2,42,101,001002,2000
35,35,33,0,0,2,0,0,0,42,101,001002,2001
43,39,36,0,0,0,0,3,4,42,101,001002,2002
24,19,19,0,0,0,0,0,5,42,101,001002,2003
35,34,32,2,0,0,0,0,1,42,101,001002,2004
32,29,28,0,0,0,0,1,3,42,101,001002,2005
35,34,29,1,0,0,0,4,1,42,101,001002,2006
114,112,99,0,0,13,0,0,2,42,101,001002,2007
41,41,39,2,0,0,0,0,0,42,101,001002,2008
87,82,3,78,1,0,0,0,5,42,101,003200,3004
39,38,8,26,0,4,0,0,1,42,101,003200,3001
94,89,10,62,0,8,0,9,5,42,101,003200,3002
88,88,21,65,0,2,0,0,0,42,101,003200,3003
38,32,3,23,0,3,0,3,6,42,101,003200,3005
27,25,9,13,0,0,0,3,2,42,101,003200,3006
84,83,14,64,0,3,0,2,1,42,101,003200,3007
90,81,16,64,0,0,0,1,9,42,101,003200,3008
59,53,3,42,0,1,0,7,6,42,101,003200,3009
54,53,10,42,1,0,0,0,1,42,101,003200,3010
55,53,19,32,0,2,0,0,2,42,101,003200,3011
50,49,5,37,1,5,0,1,1,42,101,003200,3012
64,58,21,33,0,0,0,4,6,42,101,003200,4000
79,75,18,56,0,1,0,0,4,42,101,003200,4001
0,0,0,0,0,0,0,0,0,42,101,003200,4002
0,0,0,0,0,0,0,0,0,42,101,003200,4003
18,13,0,9,0,2,0,2,5,42,101,003200,4004
50,50,8,35,0,0,0,7,0,42,101,003200,4005
45,45,10,32,0,2,0,1,0,42,101,003200,4006
0,0,0,0,0,0,0,0,0,42,101,003200,4007
30,24,14,8,0,0,0,2,6,42,101,003200,4008
63,59,26,26,0,6,0,1,4,42,101,003200,4009
46,46,5,38,1,2,0,0,0,42,101,003200,4010
78,76,14,50,0,6,0,6,2,42,101,003200,4011
79,78,29,45,0,1,0,3,1,42,101,003200,4012
31,25,12,13,0,0,0,0,6,42,101,003200,4013
21,20,5,15,0,0,0,0,1,42,101,003200,4014
59,54,11,41,2,0,0,0,5,42,101,003200,4015
69,69,8,53,1,3,0,4,0,42,101,003200,4016
89,86,12,73,0,1,0,0,3,42,101,003200,5000
77,76,24,44,0,2,0,6,1,42,101,003200,5001
0,0,0,0,0,0,0,0,0,42,101,003200,5002
0,0,0,0,0,0,0,0,0,42,101,003200,5003
54,51,48,3,0,0,0,0,3,42,101,001001,1001
0,0,0,0,0,0,0,0,0,42,101,001001,1002
64,57,55,0,0,0,0,2,7,42,101,001001,1003
0,0,0,0,0,0,0,0,0,42,101,001001,1004
129,111,98,0,0,5,0,8,18,42,101,001001,1005
70,66,59,4,0,2,0,1,4,42,101,001001,1006
78,75,59,10,0,6,0,0,3,42,101,001001,1007
59,59,54,4,0,1,0,0,0,42,101,001001,1008
14,14,13,0,0,1,0,0,0,42,101,001001,1009
42,35,31,0,0,3,0,1,7,42,101,001001,1010
72,72,57,1,0,12,0,2,0,42,101,001001,1011
34,34,31,0,0,3,0,0,0,42,101,001001,1012
45,45,45,0,0,0,0,0,0,42,101,001001,1013
76,75,58,5,1,7,0,4,1,42,101,001001,1014
35,34,14,20,0,0,0,0,1,42,101,001001,1015
46,45,35,1,0,9,0,0,1,42,101,001001,1016
10,7,4,0,0,3,0,0,3,42,101,001001,1017
30,26,21,0,1,4,0,0,4,42,101,001001,1018
64,62,49,0,0,8,0,5,2,42,101,001001,1019
0,0,0,0,0,0,0,0,0,42,101,001001,2000
0,0,0,0,0,0,0,0,0,42,101,001001,3000
97,96,90,5,0,1,0,0,1,42,101,001001,3001
0,0,0,0,0,0,0,0,0,42,101,001001,3002
0,0,0,0,0,0,0,0,0,42,101,001001,3003
46,41,38,0,0,3,0,0,5,42,101,001001,3004
93,86,45,11,3,13,0,14,7,42,101,002500,4003
165,161,8,132,0,14,0,7,4,42,101,002500,4000
152,141,108,14,0,18,0,1,11,42,101,002500,4001
136,132,3,114,1,6,0,8,4,42,101,002500,4002
103,92,83,9,0,0,0,0,11,42,101,002500,4004
60,50,31,12,0,7,0,0,10,42,101,002500,4005
71,65,48,6,1,10,0,0,6,42,101,002500,4006
60,58,1,57,0,0,0,0,2,42,101,024500,1005
6,1,0,1,0,0,0,0,5,42,101,024500,1007
20,17,0,17,0,0,0,0,3,42,101,024500,1008
2,2,0,1,0,1,0,0,0,42,101,024500,1009
0,0,0,0,0,0,0,0,0,42,101,024500,1010
35,32,0,31,0,0,0,1,3,42,101,024500,1011
72,72,4,68,0,0,0,0,0,42,101,024500,1012
83,81,3,71,1,2,0,4,2,42,101,024500,1013
142,139,3,135,0,0,0,1,3,42,101,024500,1014
121,121,1,118,1,0,0,1,0,42,101,024500,1015
117,117,1,111,0,0,0,5,0,42,101,024500,1016
51,45,0,45,0,0,0,0,6,42,101,024500,1017
70,70,4,61,2,1,0,2,0,42,101,024500,1018
25,25,3,18,0,3,0,1,0,42,101,024500,1019
53,48,0,44,0,2,0,2,5,42,101,024500,2000
105,102,3,96,0,0,0,3,3,42,101,024500,2001
71,70,9,56,0,0,0,5,1,42,101,024500,2002
87,87,15,71,0,0,1,0,0,42,101,024500,2003
67,62,2,57,0,0,0,3,5,42,101,024500,2004
100,97,5,90,0,0,0,2,3,42,101,024500,2005
100,98,10,86,2,0,0,0,2,42,101,024500,2006
75,73,8,64,0,0,0,1,2,42,101,024500,2007
80,78,2,75,0,0,0,1,2,42,101,024500,2008
85,84,0,83,0,0,0,1,1,42,101,024500,2009
58,53,2,49,0,0,0,2,5,42,101,024500,2010
51,50,1,49,0,0,0,0,1,42,101,024500,2011
66,62,1,59,0,0,0,2,4,42,101,024500,2012
96,93,3,84,0,0,0,6,3,42,101,024500,2013
115,112,6,106,0,0,0,0,3,42,101,024500,2014
79,69,5,64,0,0,0,0,10,42,101,024500,2015
94,88,13,70,0,0,0,5,6,42,101,024500,2016
134,126,8,117,0,0,0,1,8,42,101,024500,2017
0,0,0,0,0,0,0,0,0,42,101,028500,1009
174,154,11,72,0,34,0,37,20,42,101,028500,1006
131,121,5,59,1,12,0,44,10,42,101,028500,1007
27,23,0,7,0,11,0,5,4,42,101,028500,1008
44,32,10,2,0,14,0,6,12,42,101,028500,1010
76,61,0,13,0,10,0,38,15,42,101,028500,1011
54,51,5,27,0,5,0,14,3,42,101,028500,1012
58,53,1,16,4,3,0,29,5,42,101,028500,1013
110,103,11,43,0,1,0,48,7,42,101,028500,1014
7,3,1,1,0,1,0,0,4,42,101,028500,1015
65,57,4,20,0,0,0,33,8,42,101,028500,1016
101,97,12,54,0,6,0,25,4,42,101,028500,1017
43,37,4,21,1,4,0,7,6,42,101,028500,1018
54,46,3,28,2,7,0,6,8,42,101,028600,1000
34,33,8,14,0,8,0,3,1,42,101,028600,1001
88,88,60,4,0,18,0,6,0,42,101,002500,4007
57,44,27,15,0,0,0,2,13,42,101,002500,4008
21,20,7,7,0,0,1,5,1,42,101,002500,4009
22,19,8,2,0,8,0,1,3,42,101,002500,4010
0,0,0,0,0,0,0,0,0,42,101,002500,4011
0,0,0,0,0,0,0,0,0,42,101,002500,4012
141,139,99,6,8,21,0,5,2,42,101,002701,1000
113,112,77,8,0,24,0,3,1,42,101,002701,1001
129,124,62,29,0,18,0,15,5,42,101,002701,1002
150,135,63,25,0,47,0,0,15,42,101,002701,1003
123,108,52,9,0,27,0,20,15,42,101,002701,1004
120,115,26,6,0,47,0,36,5,42,101,002701,1005
91,83,34,19,0,16,0,14,8,42,101,002701,1006
85,84,60,8,0,16,0,0,1,42,101,002701,1007
83,73,54,8,0,3,0,8,10,42,101,002701,1008
89,83,45,1,0,16,0,21,6,42,101,002701,1009
41,40,2,32,1,5,0,0,1,42,101,003200,5004
0,0,0,0,0,0,0,0,0,42,101,003200,5005
61,61,2,33,0,21,1,4,0,42,101,003701,4010
85,83,15,63,0,5,0,0,2,42,101,003701,4007
97,92,37,37,3,15,0,0,5,42,101,003701,4008
100,92,13,76,0,0,0,3,8,42,101,003701,4009
111,105,10,46,0,41,0,8,6,42,101,003701,4011
102,89,11,18,0,57,0,3,13,42,101,003701,4012
0,0,0,0,0,0,0,0,0,42,101,003701,5000
75,70,10,56,2,2,0,0,5,42,101,003701,5001
77,76,11,41,1,9,0,14,1,42,101,003701,5002
81,68,15,45,0,2,0,6,13,42,101,003701,5003
82,80,14,52,3,11,0,0,2,42,101,003701,5004
93,88,17,64,0,5,0,2,5,42,101,003701,5005
114,111,4,98,4,1,0,4,3,42,101,003701,5006
100,95,6,87,0,0,0,2,5,42,101,003701,5007
94,93,12,75,0,0,1,5,1,42,101,003701,5008
87,80,19,46,0,9,0,6,7,42,101,003701,5009
90,88,33,38,0,11,0,6,2,42,101,003701,5010
88,88,28,43,0,8,0,9,0,42,101,003701,5011
102,101,16,59,0,18,0,8,1,42,101,003701,5012
118,114,32,63,0,16,0,3,4,42,101,003701,5013
0,0,0,0,0,0,0,0,0,42,101,003702,1000
96,95,13,27,0,53,0,2,1,42,101,003702,1001
100,100,56,25,0,18,0,1,0,42,101,003702,1002
96,91,43,28,0,18,0,2,5,42,101,003702,1003
93,92,23,36,0,31,0,2,1,42,101,003702,1004
126,118,29,40,0,46,0,3,8,42,101,003702,1005
112,107,33,38,2,26,0,8,5,42,101,003702,1006
140,128,56,36,0,35,0,1,12,42,101,003702,1007
0,0,0,0,0,0,0,0,0,42,101,003702,1008
83,82,36,17,0,29,0,0,1,42,101,003702,1009
115,115,38,11,0,60,0,6,0,42,101,003702,1010
75,72,33,13,0,24,0,2,3,42,101,003702,1011
65,62,11,19,0,31,0,1,3,42,101,003702,1012
82,80,47,18,0,14,0,1,2,42,101,003702,1013
68,59,19,6,0,28,0,6,9,42,101,003702,1014
103,96,1,95,0,0,0,0,7,42,101,007102,2001
79,77,3,73,0,0,0,1,2,42,101,007102,1006
96,91,5,81,0,0,0,5,5,42,101,007102,1007
100,94,4,84,1,0,0,5,6,42,101,007102,2000
119,117,1,112,0,0,0,4,2,42,101,007102,2002
106,98,0,97,0,0,0,1,8,42,101,007102,2003
88,86,0,84,0,0,0,2,2,42,101,007102,2004
85,78,5,72,1,0,0,0,7,42,101,007102,2005
97,94,1,91,0,0,0,2,3,42,101,007102,2006
118,112,3,108,1,0,0,0,6,42,101,007102,2007
48,48,5,42,1,0,0,0,0,42,101,007102,2008
94,90,48,13,3,15,0,11,4,42,101,002701,1010
80,79,45,8,0,16,0,10,1,42,101,002701,1011
60,53,29,4,0,13,0,7,7,42,101,002701,1012
66,63,13,17,0,12,0,21,3,42,101,002701,1013
83,75,20,10,5,8,0,32,8,42,101,002701,1014
90,82,57,14,0,2,0,9,8,42,101,002701,1015
123,115,54,28,1,19,0,13,8,42,101,002701,1016
108,87,30,7,0,15,0,35,21,42,101,002701,1017
32,21,2,4,0,11,0,4,11,42,101,002701,2000
89,81,28,26,2,16,0,9,8,42,101,002701,2001
83,78,53,8,8,5,0,4,5,42,101,002701,2002
98,97,62,8,0,25,0,2,1,42,101,002701,2003
126,125,122,3,0,0,0,0,1,42,101,003800,5021
0,0,0,0,0,0,0,0,0,42,101,003800,5018
0,0,0,0,0,0,0,0,0,42,101,003800,5019
92,91,91,0,0,0,0,0,1,42,101,003800,5020
0,0,0,0,0,0,0,0,0,42,101,003800,5022
0,0,0,0,0,0,0,0,0,42,101,003800,5023
0,0,0,0,0,0,0,0,0,42,101,003800,5024
85,84,81,1,0,2,0,0,1,42,101,003800,5025
0,0,0,0,0,0,0,0,0,42,101,003800,5026
0,0,0,0,0,0,0,0,0,42,101,003800,5027
53,53,50,2,0,0,0,1,0,42,101,003800,5028
75,74,71,0,0,2,0,1,1,42,101,003800,5029
12,9,9,0,0,0,0,0,3,42,101,003800,5030
0,0,0,0,0,0,0,0,0,42,101,003800,5031
41,41,4,34,0,2,0,1,0,42,101,003901,1000
128,127,56,13,0,54,0,4,1,42,101,003901,1001
130,115,50,16,0,49,0,0,15,42,101,003901,1002
112,99,38,12,1,44,0,4,13,42,101,003901,1003
75,74,42,6,0,22,0,4,1,42,101,003901,1004
59,56,41,0,0,13,0,2,3,42,101,003901,1005
86,74,42,15,0,10,0,7,12,42,101,003901,1006
0,0,0,0,0,0,0,0,0,42,101,003901,1007
